id;name;geoid;geoname;value;datetime
686;Precio de cobro desvíos a subir;;;4.89;2024-05-13T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;17.64;2024-05-13T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;10.26;2024-05-13T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;3.49;2024-05-13T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.53;2024-05-14T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.06;2024-05-14T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.66;2024-05-14T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-14T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;0;2024-05-14T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.69;2024-05-14T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;2.48;2024-05-14T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.15;2024-05-14T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.74;2024-05-14T08:00:00+02:00
686;Precio de cobro desvíos a subir;;;-4.93;2024-05-14T09:00:00+02:00
686;Precio de cobro desvíos a subir;;;-5.75;2024-05-14T10:00:00+02:00
686;Precio de cobro desvíos a subir;;;-1.27;2024-05-14T11:00:00+02:00
686;Precio de cobro desvíos a subir;;;-8.69;2024-05-14T12:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.57;2024-05-14T13:00:00+02:00
686;Precio de cobro desvíos a subir;;;-10.64;2024-05-14T14:00:00+02:00
686;Precio de cobro desvíos a subir;;;-9.6;2024-05-14T15:00:00+02:00
686;Precio de cobro desvíos a subir;;;-4.92;2024-05-14T16:00:00+02:00
686;Precio de cobro desvíos a subir;;;-0.89;2024-05-14T17:00:00+02:00
686;Precio de cobro desvíos a subir;;;-2.65;2024-05-14T18:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.19;2024-05-14T19:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.72;2024-05-14T20:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.14;2024-05-14T21:00:00+02:00
686;Precio de cobro desvíos a subir;;;3.71;2024-05-14T22:00:00+02:00
686;Precio de cobro desvíos a subir;;;4.57;2024-05-14T23:00:00+02:00
686;Precio de cobro desvíos a subir;;;17.86;2024-05-15T00:00:00+02:00
686;Precio de cobro desvíos a subir;;;12.21;2024-05-15T01:00:00+02:00
686;Precio de cobro desvíos a subir;;;8.49;2024-05-15T02:00:00+02:00
686;Precio de cobro desvíos a subir;;;8.48;2024-05-15T03:00:00+02:00
686;Precio de cobro desvíos a subir;;;0.87;2024-05-15T04:00:00+02:00
686;Precio de cobro desvíos a subir;;;12.95;2024-05-15T05:00:00+02:00
686;Precio de cobro desvíos a subir;;;8.21;2024-05-15T06:00:00+02:00
686;Precio de cobro desvíos a subir;;;11;2024-05-15T07:00:00+02:00
686;Precio de cobro desvíos a subir;;;1.48;2024-05-15T08:00:00+02:00
